Date,URL
2022-12-14,https://www.iab.org/wiki/index.php/2022-12-14_Agenda
2022-12-07,https://www.iab.org/wiki/index.php/2022-12-07_Agenda
2022-11-23,https://www.iab.org/wiki/index.php/2022-11-23_Agenda
2022-11-10,https://www.iab.org/wiki/index.php/2022-11-10_Agenda
2022-11-08,https://www.iab.org/wiki/index.php/2022-11-08_Agenda
2022-11-06,https://www.iab.org/wiki/index.php/2022-11-06_Agenda
2022-10-26,https://www.iab.org/wiki/index.php/2022-10-26_Agenda
2022-10-12,https://www.iab.org/wiki/index.php/2022-10-12_Agenda
2022-10-05,https://www.iab.org/wiki/index.php/2022-10-05_Agenda
2022-09-28,https://www.iab.org/wiki/index.php/2022-09-28_Agenda
2022-09-21,https://www.iab.org/wiki/index.php/2022-09-21_Agenda
2022-09-07,https://www.iab.org/wiki/index.php/2022-09-07_Agenda
2022-08-24,https://www.iab.org/wiki/index.php/2022-08-24_Agenda
2022-08-10,https://www.iab.org/wiki/index.php/2022-08-10_Agenda
2022-07-26,https://www.iab.org/wiki/index.php/2022-07-26_Agenda
2022-07-24,https://www.iab.org/wiki/index.php/2022-07-24_Agenda
2022-07-06,https://www.iab.org/wiki/index.php/2022-07-06_Agenda
2022-06-29,https://www.iab.org/wiki/index.php/2022-06-29_Agenda
2022-06-22,https://www.iab.org/wiki/index.php/2022-06-22_Agenda
2022-06-15,https://www.iab.org/wiki/index.php/2022-06-15_Agenda
2022-06-01,https://www.iab.org/wiki/index.php/2022-06-01_Agenda
2022-05-11,https://www.iab.org/wiki/index.php/2022-05-11_Agenda
2022-05-04,https://www.iab.org/wiki/index.php/2022-05-04_Agenda
2022-04-27,https://www.iab.org/wiki/index.php/2022-04-27_Agenda
2022-04-20,https://www.iab.org/wiki/index.php/2022-04-20_Agenda
2022-04-13,https://www.iab.org/wiki/index.php/2022-04-13_Agenda
2022-04-06,https://www.iab.org/wiki/index.php/2022-04-06_Agenda
2022-03-20,https://www.iab.org/wiki/index.php/2022-03-20_Agenda
2022-03-09,https://www.iab.org/wiki/index.php/2022-03-09_Agenda
2022-03-02,https://www.iab.org/wiki/index.php/2022-03-02_Agenda
2022-02-23,https://www.iab.org/wiki/index.php/2022-02-23_Agenda
2022-02-16,https://www.iab.org/wiki/index.php/2022-02-16_Agenda
2022-02-02,https://www.iab.org/wiki/index.php/2022-02-02_Agenda
2022-01-19,https://www.iab.org/wiki/index.php/2022-01-19_Agenda
2022-01-12,https://www.iab.org/wiki/index.php/2022-01-12_Agenda
2021-12-15,https://www.iab.org/wiki/index.php/2021-12-15_Agenda
2021-12-08,https://www.iab.org/wiki/index.php/2021-12-08_Agenda
2021-12-01,https://www.iab.org/wiki/index.php/2021-12-01_Agenda
2021-11-17,https://www.iab.org/wiki/index.php/2021-11-17_Agenda
2021-10-27,https://www.iab.org/wiki/index.php/2021-10-27_Agenda
2021-10-20,https://www.iab.org/wiki/index.php/2021-10-20_Agenda
2021-10-06,https://www.iab.org/wiki/index.php/2021-10-06_Agenda
2021-09-22,https://www.iab.org/wiki/index.php/2021-09-22_Agenda
2021-09-08,https://www.iab.org/wiki/index.php/2021-09-08_Agenda
2021-09-01,https://www.iab.org/wiki/index.php/2021-09-01_Agenda
2021-08-25,https://www.iab.org/wiki/index.php/2021-08-25_Agenda
2021-08-11,https://www.iab.org/wiki/index.php/2021-08-11_Agenda
2021-07-21,https://www.iab.org/wiki/index.php/2021-07-21_Agenda
2021-07-14,https://www.iab.org/wiki/index.php/2021-07-14_Agenda
2021-06-30,https://www.iab.org/wiki/index.php/2021-06-30_Agenda
2021-06-23,https://www.iab.org/wiki/index.php/2021-06-23_Agenda
2021-06-16,https://www.iab.org/wiki/index.php/2021-06-16_Agenda
2021-06-02,https://www.iab.org/wiki/index.php/2021-06-02_Agenda
2021-05-26,https://www.iab.org/wiki/index.php/2021-05-26_Agenda
2021-05-19,https://www.iab.org/wiki/index.php/2021-05-19_Agenda
2021-05-12,https://www.iab.org/wiki/index.php/2021-05-12_Agenda
2021-05-05,https://www.iab.org/wiki/index.php/2021-05-05_Agenda
2021-04-21,https://www.iab.org/wiki/index.php/2021-04-21_Agenda
2021-04-14,https://www.iab.org/wiki/index.php/2021-04-14_Agenda
2021-04-07,https://www.iab.org/wiki/index.php/2021-04-07_Agenda
2021-03-31,https://www.iab.org/wiki/index.php/2021-03-31_Agenda
2021-03-24,https://www.iab.org/wiki/index.php/2021-03-24_Agenda
2021-03-03,https://www.iab.org/wiki/index.php/2021-03-03_Agenda
2021-02-24,https://www.iab.org/wiki/index.php/2021-02-24_Agenda
2021-02-17,https://www.iab.org/wiki/index.php/2021-02-17_Agenda
2021-02-10,https://www.iab.org/wiki/index.php/2021-02-10_Agenda
2021-02-03,https://www.iab.org/wiki/index.php/2021-02-03_Agenda
2021-01-27,https://www.iab.org/wiki/index.php/2021-01-27_Agenda
2021-01-20,https://www.iab.org/wiki/index.php/2021-01-20_Agenda
2021-01-13,https://www.iab.org/wiki/index.php/2021-01-13_Agenda
2021-01-06,https://www.iab.org/wiki/index.php/2021-01-06_Agenda
2020-12-16,https://www.iab.org/wiki/index.php/2020-12-16_Agenda
2020-12-02,https://www.iab.org/wiki/index.php/2020-12-02_Agenda
2020-11-04,https://www.iab.org/wiki/index.php/2020-11-04_Agenda
2020-10-21,https://www.iab.org/wiki/index.php/2020-10-21_Agenda
2020-10-14,https://www.iab.org/wiki/index.php/2020-10-14_Agenda
2020-10-07,https://www.iab.org/wiki/index.php/2020-10-07_Agenda
2020-09-23,https://www.iab.org/wiki/index.php/2020-09-23_Agenda
2020-09-09,https://www.iab.org/wiki/index.php/2020-09-09_Agenda
2020-08-26,https://www.iab.org/wiki/index.php/2020-08-26_Agenda
2020-08-12,https://www.iab.org/wiki/index.php/2020-08-12_Agenda
2020-07-15,https://www.iab.org/wiki/index.php/2020-07-15_Agenda
2020-07-01,https://www.iab.org/wiki/index.php/2020-07-01_Agenda
2020-06-17,https://www.iab.org/wiki/index.php/2020-06-17_Agenda
2020-06-10,https://www.iab.org/wiki/index.php/2020-06-10_Agenda
2020-05-27,https://www.iab.org/wiki/index.php/2020-05-27_Agenda
2020-05-20,https://www.iab.org/wiki/index.php/2020-05-20_Agenda
2020-05-13,https://www.iab.org/wiki/index.php/2020-05-13_Agenda
2020-04-29,https://www.iab.org/wiki/index.php/2020-04-29_Agenda
2020-04-15,https://www.iab.org/wiki/index.php/2020-04-15_Agenda
2020-04-08,https://www.iab.org/wiki/index.php/2020-04-08_Agenda
2020-04-01,https://www.iab.org/wiki/index.php/2020-04-01_Agenda
2020-03-18,https://www.iab.org/wiki/index.php/2020-03-18_Agenda
2020-03-11,https://www.iab.org/wiki/index.php/2020-03-11_Agenda
2020-03-04,https://www.iab.org/wiki/index.php/2020-03-04_Agenda
2020-02-19,https://www.iab.org/wiki/index.php/2020-02-19_Agenda
2020-02-12,https://www.iab.org/wiki/index.php/2020-02-12_Agenda
2020-02-05,https://www.iab.org/wiki/index.php/2020-02-05_Agenda
2020-01-22,https://www.iab.org/wiki/index.php/2020-01-22_Agenda
2020-01-15,https://www.iab.org/wiki/index.php/2020-01-15_Agenda
2020-01-08,https://www.iab.org/wiki/index.php/2020-01-08_Agenda
2019-12-18,https://www.iab.org/wiki/index.php/2019-12-18_Agenda
2019-12-11,https://www.iab.org/wiki/index.php/2019-12-11_Agenda
2019-12-04,https://www.iab.org/wiki/index.php/2019-12-04_Agenda
2019-11-21,https://www.iab.org/wiki/index.php/2019-11-21_Agenda
2019-11-18,https://www.iab.org/wiki/index.php/2019-11-18_Agenda
2019-11-17,https://www.iab.org/wiki/index.php/2019-11-17_Agenda
2019-10-30,https://www.iab.org/wiki/index.php/2019-10-30_Agenda
2019-10-16,https://www.iab.org/wiki/index.php/2019-10-16_Agenda
2019-10-02,https://www.iab.org/wiki/index.php/2019-10-02_Agenda
2019-09-18,https://www.iab.org/wiki/index.php/2019-09-18_Agenda
2019-09-04,https://www.iab.org/wiki/index.php/2019-09-04_Agenda
2019-08-28,https://www.iab.org/wiki/index.php/2019-08-28_Agenda
2019-08-21,https://www.iab.org/wiki/index.php/2019-08-21_Agenda
2019-08-07,https://www.iab.org/wiki/index.php/2019-08-07_Agenda
2019-07-25,https://www.iab.org/wiki/index.php/2019-07-25_Agenda
2019-07-21,https://www.iab.org/wiki/index.php/2019-07-21_Agenda
2019-07-10,https://www.iab.org/wiki/index.php/2019-07-10_Agenda
2019-06-26,https://www.iab.org/wiki/index.php/2019-06-26_Agenda
2019-06-12,https://www.iab.org/wiki/index.php/2019-06-12_Agenda
2019-05-29,https://www.iab.org/wiki/index.php/2019-05-29_Agenda
2019-05-08,https://www.iab.org/wiki/index.php/2019-05-08_Agenda
2019-05-01,https://www.iab.org/wiki/index.php/2019-05-01_Agenda
2019-04-17,https://www.iab.org/wiki/index.php/2019-04-17_Agenda
2019-04-10,https://www.iab.org/wiki/index.php/2019-04-10_Agenda
2019-03-28,https://www.iab.org/wiki/index.php/2019-03-28_Agenda
2019-03-25,https://www.iab.org/wiki/index.php/2019-03-25_Agenda
2019-03-24,https://www.iab.org/wiki/index.php/2019-03-24_Agenda
2019-03-13,https://www.iab.org/wiki/index.php/2019-03-13_Agenda
2019-03-06,https://www.iab.org/wiki/index.php/2019-03-06_Agenda
2019-02-27,https://www.iab.org/wiki/index.php/2019-02-27_Agenda
2019-02-13,https://www.iab.org/wiki/index.php/2019-02-13_Agenda
2019-02-06,https://www.iab.org/wiki/index.php/2019-02-06_Agenda
2019-01-23,https://www.iab.org/wiki/index.php/2019-01-23_Agenda
2019-01-16,https://www.iab.org/wiki/index.php/2019-01-16_Agenda
2019-01-09,https://www.iab.org/wiki/index.php/2019-01-09_Agenda
2018-12-19,https://www.iab.org/wiki/index.php/2018-12-19_Agenda
2018-12-05,https://www.iab.org/wiki/index.php/2018-12-05_Agenda
2018-11-28,https://www.iab.org/wiki/index.php/2018-11-28_Agenda
2018-11-21,https://www.iab.org/wiki/index.php/2018-11-21_Agenda
2018-11-08,https://www.iab.org/wiki/index.php/2018-11-08_Agenda
2018-11-05,https://www.iab.org/wiki/index.php/2018-11-05_Agenda
2018-11-04,https://www.iab.org/wiki/index.php/2018-11-04_Agenda
2018-10-24,https://www.iab.org/wiki/index.php/2018-10-24_Agenda
2018-10-10,https://www.iab.org/wiki/index.php/2018-10-10_Agenda
2018-10-03,https://www.iab.org/wiki/index.php/2018-10-03_Agenda
2018-09-26,https://www.iab.org/wiki/index.php/2018-09-26_Agenda
2018-09-12,https://www.iab.org/wiki/index.php/2018-09-12_Agenda
2018-09-05,https://www.iab.org/wiki/index.php/2018-09-05_Agenda
